Skill,hierarchy_level_1,count_in_uae,count_in_us
Accounting Records,3 - technicians and associate professionals,189,76
Accounting Records,4 - clerical support workers,66,32
Accounting Records,5 - service and sales workers,14,35
Accounting Records,7 - craft and related trades workers,8,0
Accounting Regulations,1 - managers,120,26
Accounting Regulations,2 - professionals,748,54
Accounting Regulations,3 - technicians and associate professionals,135,35
Accounting Regulations,4 - clerical support workers,6,10
Accounting Regulations,5 - service and sales workers,2,8
Accounting Regulations,7 - craft and related trades workers,1,0
Accounting Research,1 - managers,9,8
Accounting Research,2 - professionals,43,13
Accounting Research,3 - technicians and associate professionals,3,3
Accounting Research,7 - craft and related trades workers,2,0
Accounting Software,1 - managers,1154,718
Accounting Software,2 - professionals,6148,1215
Accounting Software,3 - technicians and associate professionals,1340,1065
Accounting Software,4 - clerical support workers,506,598
Accounting Software,5 - service and sales workers,118,204
Accounting Software,"6 - skilled agricultural, forestry and fishery workers",1,0
Accounting Software,7 - craft and related trades workers,10,2
Accounting Software,8 - plant and machine operators and assemblers,2,3
Accounting Software,9 - elementary occupations,2,3
Accounting Systems,1 - managers,249,206
Accounting Systems,2 - professionals,844,375
Accounting Systems,3 - technicians and associate professionals,148,190
Accounting Systems,4 - clerical support workers,82,107
Accounting Systems,5 - service and sales workers,23,58
Accounting Systems,9 - elementary occupations,1,0
Accounts Payable,1 - managers,2264,1781
Accounts Payable,2 - professionals,7908,2545
Accounts Payable,3 - technicians and associate professionals,1969,2339
Accounts Payable,4 - clerical support workers,527,758
Accounts Payable,5 - service and sales workers,136,580
Accounts Payable,"6 - skilled agricultural, forestry and fishery workers",1,44
Accounts Payable,7 - craft and related trades workers,14,142
Accounts Payable,8 - plant and machine operators and assemblers,7,43
Accounts Payable,9 - elementary occupations,10,52
Accounts Payable Automation,1 - managers,3,9
Accounts Payable Automation,2 - professionals,2,15
Accounts Payable Processing,1 - managers,10,32
Accounts Payable Processing,2 - professionals,27,22
Accounts Payable Processing,3 - technicians and associate professionals,10,44
Accounts Payable Processing,4 - clerical support workers,5,12
Accounts Payable Processing,8 - plant and machine operators and assemblers,1,0
Accounts Receivable,1 - managers,1837,835
Accounts Receivable,2 - professionals,6856,1573
Accounts Receivable,3 - technicians and associate professionals,1814,1740
Accounts Receivable,4 - clerical support workers,927,808
Accounts Receivable,5 - service and sales workers,186,347
Accounts Receivable,"6 - skilled agricultural, forestry and fishery workers",2,0
Accounts Receivable,7 - craft and related trades workers,11,6
Accounts Receivable,8 - plant and machine operators and assemblers,11,2
Accounts Receivable,9 - elementary occupations,11,2
Accounts Receivable Management,1 - managers,23,12
Accounts Receivable Management,2 - professionals,29,16
Accounts Receivable Management,3 - technicians and associate professionals,14,17
Accounts Receivable Management,4 - clerical support workers,12,10
Accounts Receivable Management,5 - service and sales workers,3,3
Accounts Receivable Management,9 - elementary occupations,1,0
Accrual Accounting,1 - managers,1,90
Accrual Accounting,2 - professionals,28,63
Accrual Accounting,3 - technicians and associate professionals,2,21
Accrual Accounting,5 - service and sales workers,1,5
Accruals,1 - managers,601,343
Accruals,2 - professionals,1153,833
Accruals,3 - technicians and associate professionals,268,279
Accruals,4 - clerical support workers,91,154
Accruals,5 - service and sales workers,41,39
Accruals,7 - craft and related trades workers,9,2
Accruals,8 - plant and machine operators and assemblers,2,21
Accruals,9 - elementary occupations,2,2
Accrued Liabilities,2 - professionals,2,9
Accubid (Estimating Software),1 - managers,3,25
Accubid (Estimating Software),3 - technicians and associate professionals,2,5
Accubid (Estimating Software),7 - craft and related trades workers,1,10
Acetylene Welding,3 - technicians and associate professionals,4,0
Acetylene Welding,7 - craft and related trades workers,2,4
Achievement Testing,2 - professionals,1,0
Acid/Base Chemistry,2 - professionals,3,0
Acid/Base Chemistry,3 - technicians and associate professionals,1,1
Acid/Base Chemistry,5 - service and sales workers,1,0
Acids,1 - managers,4,0
Acids,2 - professionals,15,3
Acids,3 - technicians and associate professionals,5,5
Acids,4 - clerical support workers,2,0
Acids,5 - service and sales workers,5,1
Acids,7 - craft and related trades workers,1,0
Acids,8 - plant and machine operators and assemblers,1,1
Acids,9 - elementary occupations,7,0
Acoustic Emission,2 - professionals,12,0
Acoustic Emission,3 - technicians and associate professionals,1,0
Acoustics,1 - managers,1,1
Acoustics,2 - professionals,15,44
Acquisition Due Diligence,1 - managers,13,0
Acquisition Due Diligence,2 - professionals,7,8
Acquisition Due Diligence,3 - technicians and associate professionals,3,4
Acquisition Processes,1 - managers,32,112
Acquisition Processes,2 - professionals,43,210
Acquisition Processes,3 - technicians and associate professionals,30,47
Acquisition Processes,4 - clerical support workers,1,1
Acquisition Processes,5 - service and sales workers,10,2
Acquisition Processes,7 - craft and related trades workers,1,5
Acrochordon,5 - service and sales workers,1,0
Acrylic Paint,2 - professionals,1,2
Acrylic Paint,3 - technicians and associate professionals,1,0
Acrylic Paint,4 - clerical support workers,1,0
Acting,2 - professionals,1,1
Acting,3 - technicians and associate professionals,2,4
Action Research,1 - managers,8,0
Action Research,2 - professionals,29,10
ActionScript,2 - professionals,3,5
ActionScript,3 - technicians and associate professionals,1,0
Activated Sludge Treatment,2 - professionals,11,0
Active Directory,1 - managers,162,183
Active Directory,2 - professionals,822,1916
Active Directory,3 - technicians and associate professionals,417,489
Active Directory,4 - clerical support workers,28,48
Active Directory,5 - service and sales workers,29,33
Active Directory,7 - craft and related trades workers,31,137
Active Directory,8 - plant and machine operators and assemblers,4,1
Active Directory Application Mode,2 - professionals,2,12
Active Directory Federation Services,1 - managers,17,9
Active Directory Federation Services,2 - professionals,55,78
Active Directory Federation Services,3 - technicians and associate professionals,10,6
Active Directory Federation Services,4 - clerical support workers,2,2
Active Directory Federation Services,5 - service and sales workers,14,0
Active Directory Federation Services,7 - craft and related trades workers,3,1
Active Directory Migration Tool,2 - professionals,2,2
Active Directory Migration Tool,3 - technicians and associate professionals,2,0
Active Directory Service Interfaces,2 - professionals,1,3
Active Noise Controls,1 - managers,11,1
Active Noise Controls,2 - professionals,11,5
Active Noise Controls,3 - technicians and associate professionals,14,5
Active Noise Controls,4 - clerical support workers,5,0
Active Noise Controls,5 - service and sales workers,1,0
Active Noise Controls,8 - plant and machine operators and assemblers,1,1
Active Noise Controls,9 - elementary occupations,1,0
Active Pharmaceutical Ingredients,1 - managers,5,1
Active Pharmaceutical Ingredients,5 - service and sales workers,2,0
Active Safety,2 - professionals,2,5
Active Safety,3 - technicians and associate professionals,6,2
Active Safety,7 - craft and related trades workers,4,0
Active Server Pages (ASP),1 - managers,15,10
Active Server Pages (ASP),2 - professionals,185,85
Active Server Pages (ASP),3 - technicians and associate professionals,8,4
Active Server Pages (ASP),4 - clerical support workers,3,0
Active Server Pages (ASP),8 - plant and machine operators and assemblers,2,0
Active Treatment,1 - managers,1,7
Active Treatment,2 - professionals,10,20
Active Treatment,3 - technicians and associate professionals,2,15
Active Treatment,5 - service and sales workers,3,2
ActiveReports,2 - professionals,1,1
ActiveX,1 - managers,1,0
ActiveX,2 - professionals,2,2
ActiveX Data Objects,1 - managers,1,0
Activiti (Software),2 - professionals,2,5
Activiti (Software),3 - technicians and associate professionals,1,0
Activities Of Daily Living (ADLs),1 - managers,5,48
Activities Of Daily Living (ADLs),2 - professionals,150,466
Activities Of Daily Living (ADLs),3 - technicians and associate professionals,29,563
Activities Of Daily Living (ADLs),4 - clerical support workers,1,47
Activities Of Daily Living (ADLs),5 - service and sales workers,299,1227
Activity Diagram,2 - professionals,7,32
Activity Diagram,3 - technicians and associate professionals,1,5
Activity Manager,1 - managers,31,0
Activity Manager,3 - technicians and associate professionals,7,0
Activity Recognition,2 - professionals,1,4
Activity Sequencing,2 - professionals,1,2
Activity-Based Costing,1 - managers,5,4
Activity-Based Costing,2 - professionals,8,6
Activity-Based Learning,1 - managers,2,0
Activity-Based Learning,2 - professionals,4,0
Actuarial Science,1 - managers,6,23
Actuarial Science,2 - professionals,36,88
Actuarial Science,3 - technicians and associate professionals,13,50
Actuarial Science,8 - plant and machine operators and assemblers,1,0
Actuators,1 - managers,22,14
Actuators,2 - professionals,186,312
Actuators,3 - technicians and associate professionals,51,68
Actuators,7 - craft and related trades workers,65,30
Actuators,8 - plant and machine operators and assemblers,6,11
Actuators,9 - elementary occupations,1,0
Acumatica,1 - managers,1,15
Acunetix,2 - professionals,4,1
Acunetix,3 - technicians and associate professionals,8,0
Acunetix,5 - service and sales workers,2,0
Acupressure,1 - managers,1,0
Acupressure,2 - professionals,1,0
Acupressure,3 - technicians and associate professionals,4,0
Acupuncture,2 - professionals,9,48
Acute Care,1 - managers,14,86
Acute Care,2 - professionals,75,846
Acute Care,3 - technicians and associate professionals,18,306
Acute Care,4 - clerical support workers,1,21
Acute Care,5 - service and sales workers,22,645
Acute Care,7 - craft and related trades workers,3,7
Acute Care Nursing,1 - managers,1,0
Acute Care Nursing,2 - professionals,6,27
Acute Care Nursing,5 - service and sales workers,4,16
Acute Medicine,2 - professionals,45,10
Acute Medicine,3 - technicians and associate professionals,3,3
Acute Medicine,4 - clerical support workers,2,3
Acute Rehabilitation,1 - managers,1,0
Acute Rehabilitation,2 - professionals,11,15
Acute Rehabilitation,3 - technicians and associate professionals,4,10
Acute Rehabilitation,5 - service and sales workers,1,2
Acute Renal Failure,3 - technicians and associate professionals,6,0
Acute Respiratory Distress Syndrome,2 - professionals,3,1
Acute Respiratory Distress Syndrome,3 - technicians and associate professionals,12,3
Acute Respiratory Distress Syndrome,7 - craft and related trades workers,2,0
Ad Hoc Analysis,1 - managers,187,73
Ad Hoc Analysis,2 - professionals,391,240
Ad Hoc Analysis,3 - technicians and associate professionals,73,38
Ad Hoc Analysis,4 - clerical support workers,3,14
Ad Hoc Analysis,5 - service and sales workers,4,3
Ad Hoc Analysis,"6 - skilled agricultural, forestry and fishery workers",8,0
Ad Hoc Analysis,7 - craft and related trades workers,6,2
Ad Hoc Marketing,1 - managers,8,3
Ad Hoc Marketing,2 - professionals,13,4
Ad Hoc Marketing,3 - technicians and associate professionals,2,0
Ad Hoc Marketing,5 - service and sales workers,1,0
Ad Hoc Reporting,1 - managers,580,130
Ad Hoc Reporting,2 - professionals,899,395
Ad Hoc Reporting,3 - technicians and associate professionals,237,131
Ad Hoc Reporting,4 - clerical support workers,54,56
Ad Hoc Reporting,5 - service and sales workers,58,10
Ad Hoc Reporting,7 - craft and related trades workers,7,5
Ad Hoc Reporting,8 - plant and machine operators and assemblers,1,0
Ad Hoc Testing,2 - professionals,11,8
Ad Hoc Testing,5 - service and sales workers,1,0
Ad Serving,1 - managers,216,23
Ad Serving,2 - professionals,49,60
Ad Serving,3 - technicians and associate professionals,8,10
Ad Serving,4 - clerical support workers,1,3
Ad Serving,5 - service and sales workers,2,0
Ad Serving,7 - craft and related trades workers,1,0
AdWorks,1 - managers,1,0
Ada Compliance,1 - managers,5,11
Ada Compliance,2 - professionals,3,51
Adapted Physical Education,2 - professionals,1,5
